Date,Greenland AWP,Canada,USA 48,eastern Canada,Central Canada,Canadian Rockies,northern Canada,Alaska,US NE,US MidWest,US Pacific,US Rockies
2010-240,3.524,15.488,20.285,18.556,17.548,17.004,10.897,13.2,21.842,19.61,20.879,18.722
2010-241,3.429,15.264,20.141,18.346,17.327,16.774,10.661,12.963,21.67,19.454,20.715,18.579
2010-242,3.337,15.04,19.995,18.135,17.104,16.544,10.429,12.722,21.495,19.297,20.549,18.434
2010-243,3.247,14.817,19.848,17.922,16.881,16.312,10.202,12.484,21.319,19.138,20.382,18.288
2010-244,3.147,14.593,19.699,17.708,16.656,16.079,9.975,12.246,21.141,18.978,20.213,18.14
2010-245,3.055,14.368,19.549,17.493,16.43,15.845,9.746,12.013,20.961,18.816,20.042,17.991
2010-246,2.964,14.142,19.397,17.276,16.203,15.61,9.518,11.775,20.78,18.652,19.87,17.84
2010-247,2.873,13.913,19.244,17.059,15.975,15.362,9.288,11.537,20.598,18.488,19.696,17.688
2010-248,2.717,13.676,19.089,16.84,15.747,15.068,9.054,11.299,20.414,18.322,19.521,17.535
2010-249,2.619,13.371,18.933,16.621,15.517,14.838,8.592,11.058,20.228,18.154,19.345,17.381
2010-250,2.536,13.111,18.776,16.401,15.288,14.621,8.261,10.826,20.041,17.986,19.167,17.225
2010-251,2.439,12.901,18.617,16.18,15.057,14.385,8.085,10.59,19.852,17.816,18.988,17.068
2010-252,2.358,12.656,18.457,15.959,14.827,14.149,7.807,10.351,19.663,17.645,18.807,16.91
2010-253,2.279,12.442,18.296,15.737,14.596,13.913,7.622,10.119,19.472,17.473,18.626,16.751
2010-254,2.152,12.22,18.111,15.514,14.364,13.676,7.414,9.871,19.279,17.3,18.443,16.503
2010-255,2.003,11.986,17.96,15.291,14.133,13.44,7.17,9.638,19.086,17.125,18.26,16.391
2010-256,1.931,11.759,17.805,15.068,13.902,13.199,6.948,9.42,18.892,16.951,18.075,16.265
2010-257,1.839,11.535,17.64,14.844,13.67,12.949,6.741,9.182,18.697,16.775,17.89,16.103
2010-258,1.758,11.293,17.475,14.62,13.439,12.707,6.478,8.953,18.501,16.599,17.704,15.942
2010-259,1.623,10.975,17.308,14.397,13.135,12.471,6.038,8.723,18.305,16.421,17.517,15.778
2010-260,1.515,10.68,17.136,14.173,12.67,12.137,5.828,8.497,18.107,16.244,17.329,15.597
2010-261,1.454,10.556,16.971,13.95,12.748,11.909,5.679,8.271,17.909,16.065,17.141,15.448
2010-262,1.418,10.362,16.802,13.727,12.518,11.675,5.552,8.048,17.71,15.886,16.952,15.282
2010-263,1.344,10.116,16.632,13.504,12.289,11.399,5.287,7.829,17.511,15.707,16.762,15.115
2010-264,1.287,9.869,16.461,13.251,12.061,11.044,5.079,7.607,17.311,15.527,16.572,14.948
2010-265,1.237,9.654,16.29,13.028,11.833,10.808,4.888,7.376,17.11,15.346,16.381,14.781
2010-266,1.187,9.387,16.119,12.809,11.606,10.501,4.57,7.165,16.91,15.166,16.191,14.613
2010-267,1.133,9.112,15.947,12.589,11.381,10.294,4.187,6.96,16.709,14.985,16.001,14.446
2010-268,1.08,8.898,15.775,12.37,11.157,10.027,4.008,6.762,16.509,14.805,15.81,14.278
2010-269,1.029,8.577,15.603,12.151,10.934,9.395,3.67,6.429,16.308,14.624,15.619,14.11
2010-270,0.979,8.3,15.431,11.934,10.712,9.197,3.27,5.975,16.107,14.444,15.428,13.942
2010-271,0.931,8.061,15.259,11.717,10.491,8.935,3.011,5.719,15.906,14.263,15.237,13.774
2010-272,0.885,7.888,15.086,11.502,10.272,8.746,2.91,5.328,15.706,14.083,15.047,13.606
2010-273,0.836,7.717,14.914,11.288,10.055,8.616,2.79,5.106,15.505,13.902,14.856,13.438
2010-274,0.792,7.481,14.741,10.986,9.839,8.419,2.574,4.947,15.305,13.722,14.666,13.27
2010-275,0.741,7.328,14.569,10.768,9.625,8.412,2.454,4.856,15.105,13.543,14.476,13.103
2010-276,0.693,7.183,14.397,10.631,9.413,8.222,2.371,4.719,14.906,13.363,14.287,12.936
2010-277,0.656,7.004,14.225,10.427,9.203,7.932,2.282,4.45,14.707,13.185,14.098,12.769
2010-278,0.62,6.878,14.052,10.221,8.994,7.874,2.253,4.292,14.51,13.007,13.91,12.594
2010-279,0.584,6.678,13.876,9.965,8.788,7.691,2.095,4.112,14.313,12.83,13.723,12.407
2010-280,0.55,6.482,13.705,9.764,8.584,7.49,1.91,3.963,14.116,12.654,13.537,12.24
2010-281,0.519,6.266,13.536,9.532,8.38,7.228,1.718,3.79,13.921,12.478,13.351,12.077
2010-282,0.448,6.047,13.342,9.225,8.181,6.958,1.576,3.616,13.726,12.303,13.166,11.818
2010-283,0.421,5.882,13.173,9.03,7.98,6.781,1.466,3.461,13.533,12.129,12.982,11.651
2010-284,0.396,5.737,13.007,8.829,7.791,6.586,1.419,3.312,13.34,11.956,12.799,11.495
2010-285,0.382,5.569,12.85,8.557,7.598,6.305,1.401,3.164,13.149,11.785,12.617,11.372
2010-286,0.358,5.444,12.693,8.458,7.409,6.102,1.336,3.006,12.959,11.614,12.437,11.245
2010-287,0.336,5.321,12.537,8.279,7.222,5.967,1.308,2.795,12.77,11.445,12.258,11.121
2010-288,0.314,5.102,12.374,8.108,7.03,5.788,1.015,2.665,12.583,11.276,12.08,10.963
2010-289,0.294,4.934,12.217,7.867,6.848,5.595,0.924,2.571,12.397,11.11,11.904,10.829
2010-290,0.275,4.812,12.055,7.719,6.67,5.454,0.875,2.467,12.213,10.944,11.729,10.674
2010-291,0.257,4.571,11.895,7.352,6.395,5.282,0.727,2.355,12.031,10.781,11.555,10.518
2010-292,0.24,4.32,11.732,6.982,5.916,5.137,0.693,2.192,11.85,10.618,11.383,10.347
2010-293,0.223,4.065,11.574,6.55,5.584,4.854,0.645,2.005,11.671,10.458,11.213,10.197
2010-294,0.208,3.985,11.419,6.368,5.604,4.693,0.606,1.893,11.493,10.298,11.045,10.049
2010-295,0.201,3.848,11.258,6.136,5.423,4.561,0.576,1.793,11.318,10.141,10.878,9.874
2010-296,0.187,3.728,11.104,5.915,5.345,4.354,0.543,1.665,11.144,9.986,10.714,9.722
2010-297,0.174,3.733,10.938,6.099,5.277,4.226,0.518,1.607,10.973,9.832,10.54,9.521
2010-298,0.161,3.47,10.578,5.956,4.538,4.002,0.492,1.533,10.804,9.68,10.379,8.546
2010-299,0.149,3.138,10.316,5.672,3.702,3.815,0.429,1.461,10.634,9.431,10.186,8.093
2010-300,0.138,2.933,9.932,5.523,3.155,3.705,0.389,1.311,10.469,8.505,10.054,8.066
2010-301,0.128,2.732,9.841,5.526,2.469,3.545,0.365,1.247,10.306,8.519,9.9,7.922
2010-302,0.103,2.5,9.949,4.72,2.507,3.426,0.341,1.031,10.146,8.735,9.748,8.282
2010-303,0.096,2.593,9.945,4.499,3.183,3.359,0.323,0.882,9.984,8.8,9.598,8.41
2010-304,0.088,2.465,9.8,3.886,3.35,3.246,0.354,0.814,9.634,8.69,9.451,8.272
2010-305,0.082,2.412,9.677,3.8,3.315,3.15,0.332,0.769,9.484,8.579,9.305,8.155
2010-306,0.075,2.524,9.597,4.267,3.356,3.047,0.311,0.73,9.364,8.498,9.163,8.162
2010-307,0.07,2.601,9.495,4.166,3.861,2.955,0.285,0.661,9.309,8.406,9.022,8.069
2010-308,0.064,2.554,9.387,4.101,3.779,2.934,0.267,0.627,9.22,8.275,8.884,8.012
2010-309,0.059,2.391,9.262,3.599,3.711,2.864,0.262,0.594,9.077,8.128,8.749,7.926
2010-310,0.055,2.426,9.141,3.857,3.638,2.785,0.251,0.561,8.899,8.016,8.616,7.824
2010-311,0.05,2.335,9.022,3.702,3.521,2.701,0.228,0.531,8.791,7.898,8.485,7.708
2010-312,0.046,2.305,8.815,3.747,3.417,2.619,0.213,0.503,8.674,7.777,8.357,7.242
2010-313,0.043,2.191,8.384,3.755,3.078,2.47,0.184,0.472,8.409,7.433,8.217,6.245
2010-314,0.039,2.042,8.13,3.669,2.71,2.299,0.156,0.447,8.416,7.286,8.075,5.593
2010-315,0.036,1.936,8.034,3.598,2.413,2.232,0.145,0.423,8.289,7.123,7.956,5.624
2010-316,0.033,1.842,7.961,3.548,2.141,2.165,0.135,0.401,8.166,7.038,7.84,5.674
2010-317,0.027,1.762,7.756,3.38,2.053,2.098,0.125,0.372,8.045,6.564,7.726,5.678
2010-318,0.025,1.635,7.551,3.205,1.835,1.937,0.116,0.352,7.927,6.282,7.614,5.406
2010-319,0.02,1.576,7.61,3.068,1.789,1.888,0.107,0.33,7.811,6.378,7.506,5.671
2010-320,0.018,1.464,7.561,2.957,1.525,1.787,0.099,0.311,7.699,6.324,7.436,5.711
2010-321,0.016,1.333,7.407,2.822,1.241,1.655,0.085,0.292,7.59,6.064,7.325,5.62
2010-322,0.015,1.196,7.294,2.555,1.162,1.356,0.078,0.266,7.484,5.982,7.225,5.447
2010-323,0.014,1.113,7.194,2.417,1.09,1.174,0.072,0.249,7.375,5.96,7.07,5.247
2010-324,0.013,1.058,6.946,2.275,1.057,1.128,0.067,0.236,7.269,5.725,6.97,4.739
2010-325,0.012,0.987,6.737,2.06,1.027,1.096,0.062,0.223,6.956,5.649,6.735,4.247
2010-326,0.011,0.939,6.248,1.939,0.998,1.051,0.058,0.211,6.841,5.153,6.164,3.246
2010-327,0.01,0.914,6.075,1.897,0.97,1.012,0.054,0.201,6.753,4.958,5.097,3.073
2010-328,0.009,0.914,6.03,1.941,0.943,0.985,0.05,0.191,6.695,4.924,5.022,3.03
2010-329,0.008,0.886,5.926,1.882,0.918,0.955,0.046,0.182,6.613,4.888,4.964,2.894
2010-330,0.008,0.858,6.006,1.813,0.894,0.934,0.043,0.173,6.507,4.936,5.242,3.152
2010-331,0.007,0.76,5.812,1.484,0.871,0.91,0.04,0.164,4.967,4.854,5.183,3.067
2010-332,0.007,0.739,5.762,1.439,0.849,0.892,0.038,0.157,5.141,4.862,5.395,2.881
2010-333,0.006,0.732,5.529,1.448,0.828,0.871,0.035,0.149,5.709,4.454,5.316,2.536
2010-334,0.006,0.733,5.542,1.484,0.808,0.85,0.033,0.151,5.762,4.458,5.261,2.641
2010-335,0.005,0.734,5.514,1.519,0.789,0.83,0.031,0.145,5.602,4.26,5.241,2.851
2010-336,0.005,0.712,5.472,1.465,0.771,0.812,0.029,0.139,5.022,4.201,5.207,2.987
2010-337,0.005,0.717,5.526,1.514,0.754,0.795,0.027,0.133,4.761,4.288,5.524,3.221
2010-338,0.004,0.698,5.221,1.461,0.738,0.789,0.026,0.118,4.476,3.732,5.506,3.112
2010-339,0.004,0.672,5.142,1.388,0.723,0.773,0.024,0.114,4.239,3.578,5.795,3.204
2010-340,0.004,0.654,5.135,1.343,0.709,0.759,0.023,0.106,3.991,3.684,5.748,3.168
2010-341,0.004,0.645,5.219,1.332,0.696,0.746,0.022,0.102,3.857,3.813,5.727,3.389
2010-342,0.003,0.632,5.259,1.3,0.684,0.734,0.021,0.099,3.906,3.834,5.684,3.508
2010-343,0.003,0.621,5.274,1.28,0.673,0.722,0.02,0.095,3.892,3.866,5.694,3.563
2010-344,0.003,0.605,5.269,1.235,0.662,0.711,0.019,0.093,3.874,3.876,5.614,3.567
2010-345,0.003,0.583,5.08,1.17,0.653,0.701,0.018,0.09,3.691,3.401,5.58,3.507
2010-346,0.003,0.572,4.877,1.14,0.644,0.692,0.017,0.088,3.704,2.934,5.63,3.735
2010-347,0.003,0.566,4.936,1.132,0.636,0.684,0.017,0.086,4.028,3.107,5.601,3.825
2010-348,0.003,0.594,4.906,1.249,0.629,0.677,0.016,0.084,3.896,3.095,5.569,3.82
2010-349,0.003,0.59,4.741,1.243,0.622,0.67,0.016,0.082,3.744,3.068,5.523,3.262
2010-350,0.003,0.578,4.677,1.205,0.617,0.665,0.015,0.081,3.151,3.074,5.518,3.313
2010-351,0.003,0.568,4.409,1.177,0.612,0.66,0.015,0.08,3.128,2.921,5.464,2.856
2010-352,0.003,0.562,4.41,1.162,0.608,0.656,0.015,0.079,3.111,2.902,5.425,2.508
2010-353,0.003,0.564,4.497,1.172,0.605,0.652,0.015,0.078,3.237,2.954,5.298,2.524
2010-354,0.002,0.562,4.644,1.168,0.602,0.65,0.014,0.077,3.326,3.102,5.289,2.697
2010-355,0.003,0.56,4.67,1.165,0.6,0.651,0.014,0.077,3.395,3.214,5.283,2.616
2010-356,0.003,0.564,4.784,1.182,0.599,0.65,0.014,0.077,3.745,3.348,5.28,2.71
2010-357,0.003,0.562,4.757,1.173,0.599,0.65,0.014,0.077,3.504,3.373,5.279,2.718
2010-358,0.003,0.563,4.665,1.176,0.599,0.65,0.014,0.077,3.44,3.093,5.281,2.747
2010-359,0.003,0.564,4.518,1.178,0.6,0.651,0.014,0.078,3.376,2.989,5.285,2.842
2010-360,0.003,0.562,4.281,1.169,0.602,0.653,0.014,0.078,2.979,2.833,5.203,2.831
2010-361,0.002,0.564,4.372,1.172,0.605,0.656,0.015,0.079,2.876,3.018,5.218,2.885
2010-362,0.002,0.552,4.492,1.124,0.608,0.653,0.015,0.078,3.023,3.125,5.23,2.908
2010-363,0.002,0.547,4.514,1.109,0.613,0.64,0.015,0.07,3.074,3.214,5.245,2.615
2010-364,0.002,0.539,4.405,1.074,0.618,0.641,0.015,0.072,3.087,3.191,4.895,2.08
2010-365,0.002,0.541,4.27,1.073,0.623,0.646,0.016,0.073,3.24,3.062,4.914,1.946
2010-366,0.003,0.546,4.286,1.081,0.63,0.652,0.016,0.074,3.254,3.074,4.935,1.954
2011-001,0.003,0.565,4.498,1.136,0.637,0.663,0.017,0.076,3.788,3.351,4.945,1.96
2011-002,0.003,0.561,4.642,1.104,0.645,0.681,0.017,0.078,4.265,3.405,5.177,2
2011-003,0.003,0.577,4.646,1.152,0.654,0.69,0.018,0.08,4.318,3.468,4.599,1.9
2011-004,0.003,0.587,4.742,1.174,0.664,0.7,0.019,0.082,4.497,3.49,4.974,2.029
2011-005,0.004,0.591,4.828,1.17,0.675,0.71,0.02,0.085,4.365,3.608,5.12,2.116
2011-006,0.004,0.591,4.815,1.154,0.686,0.722,0.021,0.088,4.282,3.587,5.396,2.133
2011-007,0.004,0.6,4.658,1.166,0.699,0.734,0.022,0.091,3.2,3.398,5.459,2.207
2011-008,0.004,0.61,4.573,1.183,0.712,0.747,0.023,0.094,3.096,3.228,5.503,2.306
2011-009,0.004,0.62,4.502,1.201,0.726,0.755,0.024,0.098,3.131,3.052,5.527,2.374
2011-010,0.005,0.635,4.059,1.234,0.741,0.77,0.026,0.102,3.172,2.271,5.576,2.393
2011-011,0.005,0.649,3.886,1.259,0.757,0.786,0.027,0.107,3.125,2.085,5.628,2.368
2011-012,0.005,0.66,3.956,1.273,0.774,0.803,0.029,0.111,3.038,2.182,5.681,2.398
2011-013,0.006,0.673,4.104,1.293,0.792,0.824,0.031,0.116,3.164,2.274,5.962,2.543
2011-014,0.006,0.683,4.377,1.299,0.812,0.843,0.033,0.122,3.226,2.56,6.09,2.798
2011-015,0.006,0.697,4.585,1.319,0.832,0.864,0.035,0.128,3.281,2.799,6.192,2.876
2011-016,0.007,0.713,4.813,1.344,0.853,0.884,0.038,0.134,3.353,2.939,6.32,3.235
2011-017,0.008,0.73,5.078,1.371,0.875,0.906,0.04,0.141,3.411,3.251,6.393,3.418
2011-018,0.008,0.748,5.342,1.4,0.899,0.931,0.043,0.149,3.636,3.318,6.518,3.646
2011-019,0.009,0.767,5.39,1.429,0.923,0.955,0.047,0.157,3.602,3.383,6.46,3.648
2011-020,0.01,0.788,5.04,1.468,0.949,0.981,0.05,0.165,3.671,2.342,6.54,3.689
2011-021,0.01,0.807,5.118,1.493,0.976,1.008,0.054,0.175,3.667,2.791,6.634,3.816
2011-022,0.011,0.829,5.283,1.526,1.004,1.036,0.058,0.184,3.702,2.935,6.832,4.053
2011-023,0.012,0.851,5.439,1.561,1.034,1.066,0.063,0.195,3.754,3.158,6.941,4.124
2011-024,0.013,0.874,5.552,1.597,1.064,1.098,0.067,0.206,3.805,3.297,7.034,4.244
2011-025,0.015,0.898,5.91,1.632,1.096,1.13,0.073,0.218,4.12,3.598,7.13,4.335
2011-026,0.016,0.927,5.847,1.67,1.129,1.186,0.078,0.231,3.699,3.671,7.236,4.544
2011-027,0.017,0.953,5.892,1.71,1.164,1.221,0.084,0.245,3.602,3.743,7.338,4.581
2011-028,0.019,0.984,6.066,1.751,1.209,1.262,0.091,0.26,3.662,3.897,7.443,4.742
2011-029,0.021,1.014,6.272,1.793,1.237,1.33,0.098,0.287,3.716,4.093,7.551,4.84
2011-030,0.023,1.046,6.378,1.837,1.275,1.387,0.106,0.304,3.905,4.242,7.671,4.81
2011-031,0.025,1.077,6.226,1.883,1.315,1.427,0.114,0.322,4.016,3.854,7.786,4.553
2011-032,0.026,1.109,5.25,1.929,1.357,1.471,0.123,0.339,4.073,2.824,7.907,4.153
2011-033,0.028,1.143,5.212,1.978,1.4,1.517,0.133,0.359,4.222,2.731,8.026,4.306
2011-034,0.031,1.178,5.321,2.027,1.444,1.566,0.143,0.381,4.295,2.834,8.148,4.394
2011-035,0.034,1.214,5.551,2.078,1.489,1.616,0.154,0.403,4.514,3.2,8.273,4.553
2011-036,0.037,1.251,5.894,2.131,1.536,1.667,0.166,0.427,4.62,3.442,8.411,4.628
2011-037,0.04,1.293,6.136,2.184,1.585,1.744,0.178,0.452,4.742,3.485,8.542,5.019
2011-038,0.044,1.332,6.327,2.24,1.635,1.799,0.191,0.479,4.803,3.69,8.674,5.126
2011-039,0.048,1.373,6.104,2.296,1.686,1.856,0.206,0.506,4.713,3.062,8.809,4.815
2011-040,0.053,1.413,5.779,2.354,1.739,1.895,0.221,0.536,4.754,2.987,8.947,4.938
2011-041,0.057,1.457,5.815,2.414,1.794,1.955,0.237,0.566,4.735,3.048,9.087,5.029
2011-042,0.062,1.502,6.174,2.475,1.85,2.018,0.253,0.598,4.954,3.157,9.23,5.164
2011-043,0.068,1.548,6.75,2.537,1.907,2.082,0.271,0.632,5.328,3.648,9.361,5.423
2011-044,0.074,1.597,7.343,2.601,1.974,2.148,0.29,0.667,5.466,4.553,9.508,5.671
2011-045,0.08,1.646,7.69,2.666,2.034,2.216,0.31,0.704,5.656,5.09,9.658,5.837
2011-046,0.087,1.698,8.008,2.732,2.1,2.285,0.331,0.743,6.02,5.654,9.789,5.971
2011-047,0.095,1.75,8.251,2.8,2.163,2.357,0.353,0.783,6.221,6.272,9.449,5.889
2011-048,0.103,1.799,8.442,2.87,2.217,2.426,0.377,0.824,6.56,7.193,9.403,5.127
2011-049,0.112,1.857,8.61,2.95,2.283,2.5,0.401,0.867,7.1,7.457,8.579,5.191
2011-050,0.121,1.902,8.573,3.028,2.351,2.494,0.427,0.912,7.355,7.495,8.273,4.854
2011-051,0.131,1.957,8.358,3.101,2.42,2.558,0.454,0.931,7.484,7.088,7.979,4.581
2011-052,0.142,2.011,8.459,3.16,2.491,2.637,0.482,0.979,7.336,7.045,9.168,4.792
2011-053,0.153,2.071,8.513,3.236,2.563,2.717,0.511,1.028,5.896,6.926,9.539,5.253
2011-054,0.166,2.13,8.74,3.313,2.636,2.782,0.541,1.079,6.158,7.188,9.273,5.468
2011-055,0.179,2.188,8.632,3.391,2.711,2.835,0.573,1.131,6.358,6.834,7.42,5.494
2011-056,0.193,2.249,8.32,3.471,2.787,2.902,0.606,1.185,7.137,5.684,7.451,5.378
2011-057,0.207,2.314,8.422,3.551,2.865,2.987,0.641,1.241,7.426,5.895,7.476,5.195
2011-058,0.223,2.38,8.492,3.633,2.944,3.074,0.677,1.299,7.733,6.283,8.213,5.1
2011-059,0.24,2.448,9.065,3.716,3.024,3.162,0.714,1.358,8.553,7.203,8.867,5.36
2011-060,0.258,2.519,9.58,3.801,3.105,3.266,0.752,1.418,8.475,7.907,10.788,5.845
2011-061,0.277,2.589,9.955,3.886,3.188,3.358,0.792,1.481,8.646,8.43,10.965,6.335
2011-062,0.296,2.661,10.117,3.973,3.272,3.451,0.833,1.535,8.888,8.622,11.124,6.434
2011-063,0.318,2.736,10.301,4.069,3.357,3.545,0.875,1.6,9.021,8.669,11.447,6.831
2011-064,0.34,2.818,10.608,4.188,3.443,3.641,0.919,1.667,10.06,8.957,11.649,7.083
2011-065,0.363,2.885,10.732,4.246,3.531,3.743,0.964,1.736,10.448,8.956,11.872,7.227
2011-066,0.388,2.969,10.32,4.336,3.619,3.896,1.011,1.861,8.596,8.169,12.37,7.185
2011-067,0.414,3.049,10.181,4.435,3.709,3.997,1.059,1.934,9.072,7.898,12.558,6.596
2011-068,0.441,3.13,10.625,4.54,3.8,4.089,1.108,2.03,9.593,8.25,12.799,7.43
2011-069,0.469,3.221,11.305,4.668,3.891,4.21,1.159,2.107,11.111,8.83,13.012,8.554
2011-070,0.499,3.311,11.751,4.765,4.016,4.314,1.21,2.184,10.568,9.891,13.471,8.821
2011-071,0.53,3.389,11.897,4.842,4.112,4.42,1.264,2.264,10.407,10.127,13.653,8.935
2011-072,0.563,3.472,12.055,4.937,4.207,4.528,1.318,2.339,11.099,10.124,13.835,9.112
2011-073,0.597,3.568,12.201,5.07,4.309,4.636,1.374,2.421,11.45,10.167,14.018,9.304
2011-074,0.632,3.662,12.513,5.183,4.425,4.746,1.431,2.504,11.665,10.741,14.201,9.479
2011-075,0.669,3.762,12.832,5.297,4.553,4.866,1.489,2.589,11.941,11.332,14.385,9.643
2011-076,0.707,3.85,13.015,5.418,4.63,4.981,1.549,2.674,12.159,11.578,14.569,9.756
2011-077,0.746,3.951,13.197,5.53,4.759,5.106,1.61,2.761,12.378,11.839,14.505,9.872
2011-078,0.787,4.05,13.244,5.666,4.86,5.22,1.672,2.85,12.558,11.959,14.414,9.66
2011-079,0.829,4.134,13.457,5.784,4.881,5.401,1.735,2.971,13.201,12.198,14.154,9.811
2011-080,0.873,4.226,13.519,5.89,4.981,5.517,1.799,3.063,13.545,12.565,13.968,9.303
2011-081,0.918,4.309,13.61,5.977,5.062,5.632,1.865,3.155,13.656,12.727,14.137,9.265
2011-082,0.964,4.384,13.589,6.013,5.158,5.764,1.931,3.248,12.388,12.16,14.619,10.086
2011-083,1.012,4.496,13.556,6.185,5.26,5.885,1.998,3.342,12.044,12.315,14.344,9.69
2011-084,1.061,4.596,13.414,6.312,5.364,6.005,2.067,3.438,12.509,11.687,14.473,9.636
2011-085,1.111,4.691,13.569,6.418,5.466,6.125,2.136,3.534,12.921,11.651,14.64,9.96
2011-086,1.162,4.796,13.829,6.556,5.577,6.246,2.207,3.631,13.3,11.893,14.853,10.319
2011-087,1.214,4.893,13.885,6.664,5.68,6.367,2.278,3.728,13.567,11.917,15.297,10.339
2011-088,1.268,4.993,14.103,6.784,5.785,6.488,2.35,3.827,14.257,11.865,15.721,10.686
2011-089,1.323,5.092,14.807,6.897,5.889,6.61,2.423,3.926,14.534,13.022,16.331,11.561
2011-090,1.378,5.28,15.323,7.085,6.175,6.894,2.497,4.026,14.448,13.717,16.645,12.475
2011-091,1.435,5.379,15.68,7.183,6.297,7.019,2.571,4.126,13.589,14.48,17.109,12.904
2011-092,1.493,5.497,15.914,7.36,6.406,7.14,2.647,4.214,14.397,14.704,17.286,13.08
2011-093,1.552,5.537,15.857,7.457,6.307,7.231,2.722,4.303,15.245,14.747,17.849,12.294
2011-094,1.612,5.651,16.123,7.617,6.415,7.355,2.799,4.404,15.611,15.016,18.078,12.656
2011-095,1.673,5.785,16.73,7.724,6.659,7.482,2.876,4.506,16.297,15.908,18.257,13.439
2011-096,1.735,5.912,16.869,7.888,6.817,7.607,2.954,4.59,16.292,16.067,18.46,13.59
2011-097,1.797,6.026,17.056,8.045,6.94,7.711,3.032,4.692,16.207,16.687,18.591,13.337
2011-098,1.861,6.183,16.69,8.303,7.07,7.91,3.11,4.795,17.208,16.93,18.204,11.151
2011-099,1.925,6.308,16.788,8.409,7.266,8.052,3.19,4.897,17.598,17.337,18.348,10.901
2011-100,1.99,6.467,17.366,8.523,7.524,8.312,3.269,5,17.895,17.76,19.249,12.306
2011-101,2.055,6.64,17.924,8.645,7.907,8.438,3.349,5.113,18.255,18.086,19.473,13.553
2011-102,2.122,6.851,18.338,8.837,8.376,8.549,3.429,5.216,18.493,18.521,19.868,14.282
2011-103,2.189,7.326,18.562,9.299,9.609,8.674,3.509,5.319,18.956,18.731,20.038,14.547
2011-104,2.256,7.354,18.51,9.282,9.587,8.741,3.59,5.422,19.188,18.405,20.208,14.539
2011-105,2.324,7.255,18.033,9.435,8.803,8.929,3.67,5.595,19.748,16.591,20.275,14.779
2011-106,2.393,7.309,18.336,9.611,8.651,9.052,3.751,5.747,20.019,17.028,20.491,15.129
2011-107,2.462,7.426,18.474,9.741,8.809,9.16,3.832,5.851,20.439,17.096,20.654,15.288
2011-108,2.532,7.48,18.251,9.636,8.956,9.282,3.913,5.995,20.475,16.193,20.868,15.454
2011-109,2.602,7.735,18.272,9.804,9.604,9.43,3.994,6.119,20.774,15.877,21.028,15.713
2011-110,2.672,7.995,18.798,9.859,10.412,9.555,4.075,6.307,20.834,17.069,21.186,16.004
2011-111,2.743,8.229,19.624,9.69,11.355,9.675,4.156,6.416,20.755,19.514,21.289,15.834
2011-112,2.814,8.646,19.803,10.321,12.143,9.844,4.237,6.528,21.177,19.675,21.442,16.042
2011-113,2.885,8.792,19.928,10.513,12.335,9.982,4.318,6.632,21.463,19.688,21.594,16.28
2011-114,2.957,8.923,20.298,10.494,12.699,10.111,4.398,6.736,21.611,20.43,21.826,16.535
2011-115,3.028,9.549,20.495,10.905,14.374,10.415,4.562,6.839,21.867,20.769,21.974,16.631
2011-116,3.1,9.919,20.618,11.43,15.05,10.554,4.684,6.941,22.413,20.913,22.12,16.609
2011-117,3.172,10.413,20.695,11.865,16.324,10.777,4.77,7.155,22.964,20.837,22.207,16.713
2011-118,3.244,10.506,20.869,11.974,16.38,10.93,4.851,7.257,23.355,20.981,22.348,16.949
2011-119,3.315,10.592,20.513,12.096,16.453,10.985,4.931,7.338,23.48,20.809,22.543,15.602
2011-120,3.387,10.716,20.79,12.217,16.547,11.273,5.011,7.439,23.623,20.779,22.68,16.559
2011-121,3.459,10.706,21.162,12.574,15.917,11.43,5.091,7.63,23.775,21.255,22.815,17.244
2011-122,3.53,11.158,21.335,12.951,16.942,11.653,5.28,8.372,24.029,21.549,22.947,17.297
2011-123,3.601,11.72,21.605,14.2,17.636,11.854,5.36,8.746,24.282,21.814,23.077,17.798
2011-124,3.672,11.983,21.766,14.645,18.067,11.929,5.439,8.863,24.556,21.952,23.264,18.032
2011-125,3.742,12.286,21.925,14.812,18.933,12.04,5.517,9.372,24.689,22.161,23.361,18.225
2011-126,3.812,12.436,22.028,14.921,19.096,12.149,5.707,9.484,24.82,22.279,23.484,18.317
2011-127,3.918,12.818,22.166,15.7,19.202,12.722,5.898,10.149,24.948,22.395,23.605,18.555
2011-128,3.988,13.14,22.284,15.904,19.424,13.753,6.08,10.424,25.074,22.514,23.723,18.709
2011-129,4.056,13.281,22.374,15.952,19.58,14.224,6.141,10.461,25.197,22.625,23.746,18.784
2011-130,4.127,13.545,22.488,16.073,19.733,15.333,6.231,10.997,25.317,22.734,23.949,18.935
2011-131,4.195,14.02,22.653,16.357,20.752,15.505,6.591,11.247,25.435,22.849,24.062,19.295
2011-132,4.261,14.169,22.787,16.593,21.286,15.127,6.616,12.15,25.55,22.953,24.17,19.547
2011-133,4.327,14.59,22.868,17.043,21.543,15.731,7.053,12.34,25.662,23.038,24.276,19.623
2011-134,4.395,14.664,22.954,17.09,21.696,15.906,7.05,12.354,25.772,23.134,24.408,19.703
2011-135,4.459,14.793,23.046,17.156,21.869,16.185,7.13,12.591,25.878,23.233,24.509,19.808
